// Monsters Additional Database
//
// Structure of Database :
// ID,Sprite_Name,kROName,iROName,LV,HP,SP,EXP,JEXP,Range1,ATK1,ATK2,DEF,MDEF,STR,AGI,VIT,INT,DEX,LUK,Range2,Range3,Scale,Race,Element,Mode,Speed,aDelay,aMotion,dMotion,MEXP,ExpPer,MVP1id,MVP1per,MVP2id,MVP2per,MVP3id,MVP3per,Drop1id,Drop1per,Drop2id,Drop2per,Drop3id,Drop3per,Drop4id,Drop4per,Drop5id,Drop5per,Drop6id,Drop6per,Drop7id,Drop7per,Drop8id,Drop8per,Drop9id,Drop9per,DropCardid,DropCardper

// Easter Event Monsters
//1920,EASTER_EGG,Easter Egg,Easter Egg,3,300,0,4,4,0,1,2,20,20,1,1,1,1,1,20,10,12,0,0,60,128,1000,1001,1,1,0,0,0,0,0,0,0,0,1010,250,935,500,558,300,501,200,501,200,713,800,558,300,558,300,0,0,0,0
//1921,EASTER_BUNNY,Easter Bunny,Easter Bunny,6,1800,0,60,55,1,20,26,0,40,1,36,6,1,11,80,10,10,0,2,60,181,200,1456,456,336,0,0,0,0,0,0,0,0,2250,200,515,8000,727,1200,746,1500,706,30,622,50,534,5000,0,0,0,0,4006,70

// eAthena Dev Team
//1900,VALARIS,Valaris,Valaris,99,668000,0,107250,37895,2,3220,4040,35,45,1,152,96,85,120,95,10,10,2,6,67,1973,100,1068,768,576,13000,5000,608,1000,750,400,923,3800,1466,200,2256,200,2607,800,714,500,617,3000,984,4300,985,5600,0,0,0,0,4147,1
//1901,VALARIS_WORSHIPPER,Valaris's Worshipper,Valaris's Worshipper,50,8578,0,2706,1480,1,487,590,15,25,1,75,55,1,93,45,10,12,0,6,27,1685,100,868,480,120,0,0,0,0,0,0,0,0,923,500,984,63,1464,2,607,50,610,100,503,300,2405,50,0,0,0,0,4129,1
//1902,MC_CAMERI,MC Cameri,MC Cameri,99,668000,0,107250,37895,2,3220,4040,35,45,1,152,96,85,120,95,10,10,2,6,67,1973,100,1068,768,576,13000,5000,608,1000,750,400,923,3800,1466,200,2256,200,2607,800,714,500,617,3000,984,4300,985,5600,0,0,0,0,4147,1
//1903,POKI,Poki#3,Poki#3,99,1349000,0,4093000,1526000,9,4892,9113,22,35,1,180,39,67,193,130,10,12,1,7,64,1973,120,500,672,480,92100,7000,603,5500,617,3000,1723,1000,1228,100,1236,500,617,2500,1234,75,1237,125,1722,250,1724,100,1720,50,0,0,0,0
//1904,SENTRY,Sentry,Sentry,99,668000,0,107250,37895,2,3220,4040,35,45,1,152,96,85,120,95,10,10,2,6,67,1973,100,1068,768,576,13000,5000,608,1000,750,400,923,3800,1466,200,2256,200,2607,800,714,500,617,3000,984,4300,985,5600,0,0,0,0,4147,1

//Custom Hollow Poring (overrrides/collides with META_ANDRE)
//1237,HOLLOW_PORING,Hollow Poring,Hollow Poring,1,50,0,2,1,1,7,10,0,5,1,1,1,0,6,30,10,12,1,3,21,0x83,400,1872,672,480,0,0,0,0,0,0,0,0,909,7000,1202,100,938,400,512,1000,713,1500,512,150,619,20,0,0,0,0,4001,10
//Custom Fire Poring. Warning, Colides with META_DENIRO
//1239,FIRE_PORING,Fire Poring,Fire Poring,1,50,0,2,1,1,7,10,0,5,1,1,1,1,6,30,10,12,1,3,21,131,400,1872,672,480,0,0,0,0,0,0,0,0,909,7000,1202,100,938,400,512,1000,713,1500,741,5,619,20,0,0,0,0,4001,20

//Lunar New Year 2008 Event Monster overrides
//Uncomment if event is enabled, as these drops modifications are nessecary.
//1145,MARTIN,Martin,Martin,18,1109,0,134,86,1,52,63,0,5,12,18,30,15,15,5,10,12,0,2,42,0x81,300,1480,480,480,0,0,0,0,0,0,0,0,1017,9000,1018,500,1251,10,2225,5,5009,1,10010,10,2224,15,7869,1500,0,0,4046,1
//1175,TAROU,Tarou,Tarou,11,284,0,57,28,1,34,45,0,0,1,20,11,10,24,5,10,12,0,2,27,0x91,150,1744,1044,684,0,0,0,0,0,0,0,0,1016,9000,919,3000,949,800,528,1000,701,2,7869,2500,0,0,0,0,0,0,4028,1
//1209,CRAMP,Cramp,Cramp,56,4720,0,2300,1513,1,395,465,0,5,1,85,35,5,65,60,10,12,0,2,45,0x3095,100,1000,500,1000,0,0,0,0,0,0,0,0,7007,4656,528,1000,726,80,746,110,568,250,510,70,984,95,7869,1500,0,0,4296,1

//St. Patricks 2008 Eent Monster overrides
//Uncomment if event is enabled, as these drops modifications are nessecary.
//1841,G_SNAKE_,Snake Lord's Minon,Snake Lord's Minon,15,471,0,72,48,1,46,55,0,0,1,15,15,10,35,5,10,12,1,2,22,0x81,200,1576,576,576,0,0,0,0,0,0,0,0,7915,1000,7916,100,7720,30,12715,7,0,0,0,0,0,0,0,0,0,0,0,0
//1842,G_ANACONDAQ_,Snake Lord's Minon,Snake Lord's Minon,23,1109,0,300,149,1,124,157,0,0,1,23,28,10,36,5,10,12,1,2,25,0x91,200,1576,576,576,0,0,0,0,0,0,0,0,7915,1000,7916,100,7720,30,12715,7,0,0,0,0,0,0,0,0,0,0,0,0
//1843,SIDE_WINDER_,Snake Lord's Minon,Snake Lord's Minon,43,4929,0,1996,993,1,240,320,5,10,38,43,40,15,115,20,10,12,1,2,25,0x3095,200,1576,576,576,0,0,0,0,0,0,0,0,7915,1000,7916,100,7720,30,12715,7,0,0,0,0,0,0,0,0,0,0,0,0
//1844,G_ISIS_,Snake Lord's Minon,Snake Lord's Minon,47,7003,0,3709,1550,1,423,507,10,35,38,65,43,50,66,15,10,12,2,6,27,0x3195,200,1384,768,336,0,0,0,0,0,0,0,0,7915,1000,7916,100,7720,30,12715,8,0,0,0,0,0,0,0,0,0,0,0,0


//==============================================
//= DELIVERANCE MODIFIED STUFF FROM MOB_DB.TXT =
//==============================================

// Lord of Chaos
1003,LORD_OF_CHAOS,Lord of Chaos,Lord of Chaos,140,1234567,0,1500000,750000,2,6000,12000,80,80,1,185,185,185,200,195,10,10,2,6,88,1461,100,584,576,480,1833000,10000,32154,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

// GM Fangirl
1006,GM_FANGIRL,GM Fangirl,GM Fangirl,99,95000,0,1,1,2,2680,3640,35,80,1,152,96,85,190,105,10,10,2,6,88,1973,100,1068,768,576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

// G Skoll Pup
1017,G_SKOLL_PUP,Skoll Pup,Skoll Pup,80,260000,0,0,0,1,1400,3600,31,53,26,99,68,159,110,47,10,12,1,2,43,0x37B5,150,562,288,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

// G Gajomart
1021,G_GAJOMART,Gajomart,Gajomart,63,13699,0,0,0,1,916,948,85,50,1,34,10,5,75,140,10,12,0,0,83,0x37B5,300,1000,1152,828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

// Fenrir
1022,WEREWOLF,Werewolf,Werewolf,80,33333,0,11813,7289,2,2560,3280,75,60,1,55,60,1,135,27,10,10,2,6,40,1173,100,1000,768,652,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32152,500

// Hollowring
1395,CRYSTAL_1,Hollowring,Hollowring,1,999999,0,200000,100000,2,9999,9999,100,99,99,99,99,99,255,27,10,10,2,6,40,1173,100,1000,768,652,0,0,0,0,0,0,0,0,909,10000,909,10000,7126,10000,7126,10000,535,10000,535,10000,0,0,0,0,0,0,0,0

// Berzebub
1396,CRYSTAL_2,Berzebub,Berzebub,99,4600000,0,600000,400000,1,3000,5000,32,84,1,55,52,286,195,28,10,12,2,8,88,0x37B5,200,812,912,288,467910,10000,32153,1000,12079,15,617,1000,32150,1000,2311,1000,1562,150,2655,10,1007,180,2665,20,1009,300,5181,5,0,0,4145,1

// Skoll
1397,CRYSTAL_3,Skoll,Skoll,99,2800000,0,400000,200000,1,8000,10000,35,49,100,183,37,160,167,79,10,12,2,2,83,0x37B5,100,562,288,336,100000,165,969,10000,7444,165,617,10000,32155,10000,714,10000,994,10000,7086,125,12090,17,12103,165,13891,10,1814,90,5182,5,32101,1

// Skoll Pup
1398,CRYSTAL_4,Skoll Pup,Skoll Pup,80,260000,0,42000,26000,1,2400,4600,21,36,50,99,68,103,155,47,10,12,1,2,43,0x37B5,150,562,288,336,0,0,0,0,0,0,0,0,7096,10000,628,10000,5118,85,12043,3,7086,1,699,60,691,60,697,60,0,0,32102,1

// Dark Wizard - Anubis in use on new SVN
//1098,ANUBIS,Dark Wizard,Dark Wizard,99,1636700,0,2008200,869920,1,4197,6394,30,58,1,89,42,253,159,93,10,12,1,7,68,1693,150,1152,384,288,504100,10000,617,1000,607,1000,5135,100,32156,1000,5045,80,1620,50,32053,50,5138,30,0,0,0,0,0,0,0,0

// Cucco
1501,PARASITE_BULLET,Cucco,Cucco,79,285400,0,0,0,2,2452,3810,75,20,108,125,89,45,155,56,10,12,2,2,60,1693,275,505,224,200,0,0,0,0,0,0,0,0,916,1000,925,50,517,1000,5129,1,0,0,0,0,0,0,0,0,0,0,0,0



//===========================================
//And now for the bane of every SVN upgrade =
//===========================================
//Regular mobs edits =
//====================

1324,TREASURE_BOX1,Treasure Chest,Treasure Chest,99,0,0,0,0,0,0,0,0,0,0,0,0,0,255,0,0,0,0,0,20,0x120,0,0,0,0,0,0,0,0,0,0,0,0,732,20,608,20,607,20,2504,20,2404,20,2315,20,2104,20,616,5,0,0,0,0
1325,TREASURE_BOX2,Treasure Chest,Treasure Chest,99,0,0,0,0,0,0,0,0,0,0,0,0,0,255,0,0,0,0,0,20,0x120,0,0,0,0,0,0,0,0,0,0,0,0,7073,10,658,150,604,50,984,50,985,50,1239,10,5027,20,1165,5,0,0,0,0
1326,TREASURE_BOX3,Treasure Chest,Treasure Chest,99,0,0,0,0,0,0,0,0,0,0,0,0,0,255,0,0,0,0,0,20,0x120,0,0,0,0,0,0,0,0,0,0,0,0,732,20,608,20,607,20,2504,20,2404,20,2315,20,2104,20,616,5,0,0,0,0
1327,TREASURE_BOX4,Treasure Chest,Treasure Chest,99,0,0,0,0,0,0,0,0,0,0,0,0,0,255,0,0,0,0,0,20,0x120,0,0,0,0,0,0,0,0,0,0,0,0,7074,10,658,150,604,50,984,50,985,50,2108,10,1306,20,5022,2,0,0,0,0
1328,TREASURE_BOX5,Treasure Chest,Treasure Chest,99,0,0,0,0,0,0,0,0,0,0,0,0,0,255,0,0,0,0,0,20,0x120,0,0,0,0,0,0,0,0,0,0,0,0,732,20,608,20,607,20,2504,20,2404,20,2315,20,2104,20,616,5,0,0,0,0
1329,TREASURE_BOX6,Treasure Chest,Treasure Chest,99,0,0,0,0,0,0,0,0,0,0,0,0,0,255,0,0,0,0,0,20,0x120,0,0,0,0,0,0,0,0,0,0,0,0,7075,10,658,150,604,50,984,50,985,50,2102,20,5019,20,5002,5,0,0,0,0
1330,TREASURE_BOX7,Treasure Chest,Treasure Chest,99,0,0,0,0,0,0,0,0,0,0,0,0,0,255,0,0,0,0,0,20,0x120,0,0,0,0,0,0,0,0,0,0,0,0,732,20,608,20,607,20,2504,20,2404,20,2315,20,2104,20,616,5,0,0,0,0
